country,adm1_code,admin_level_1,year,farmer,nextserv,nremit,nborrow,nsocben,telephone,dsmall,vpfood,foodprod,totvp,totlivstvp,yield_vha,yieldwork,yield_total,yield_weha,yield_maha,yield_riha,foodexp,pcexp2,foodownp,foodcal,totincome,qchem_ha,femhead,agehead,snghead,msize,fsize,dextens,distance,sh_agin,shagwge,shoffarm,shtrans,shother,landop,TLU_total,dmachinery,shirrland,chemexp_ha,qfert_ha,fertexp_ha,qseed_ha,seedexp_ha,dtchadmem,shagprod_sold,shinput_vp,shfert_purch,shseed_purch,shchem_purch,dborrow,amloan,famldays,wfamldays,mfamldays,hlabdays,hlabwage,offlabday,offlabwage,hhsize,eduhead,dsocben,shsocben,dremit,remitt,dphone,TLU_agg_cattle,TLU_agg_poultry,TLU_agg_other,TLU_agg_equins,TLU_agg_pigs,TLU_agg_camels,TLU_agg_goats,var_type
Uganda,3121,Kasese,2005,89120.52,6626.44,13644.36,14054.82,0.0,0.0,0.837,2475.721,18.32,2854.522,54.82,887.374,11.983,1745.152,,0.005,,312.643,656.18,0.462,,4241.627,,0.077,42.115,,3.677,3.719,0.074,6.267,0.782,0.015,0.186,0.013,0.004,1.743,0.25,,0.005,1.561,,0.408,,17.465,,0.349,0.034,,,,0.158,75.528,0.658,0.361,0.245,0.053,4.374,0.159,2.568,7.395,3.941,0.0,0.0,0.153,32.381,,0.062,0.043,0.0,0.0,0.0,0.0,0.188,1
Uganda,3121,Kasese,2012,101567.516,39108.34,0.0,19375.318,0.0,0.0,0.913,992.378,2.2,1506.94,73.319,891.921,7.911,1280.263,,0.002,,330.039,299.576,,,4781.891,0.0,0.207,45.658,,3.1,3.655,0.385,2.788,0.648,0.001,0.345,0.0,0.007,1.704,0.361,0.0,0.0,0.652,0.0,0.0,44.048,26.537,,0.441,0.026,,,,0.191,,0.752,0.296,0.246,0.038,4.49,0.087,6.751,6.9,4.64,0.0,0.0,0.0,0.0,,0.0,0.124,0.0,0.0,0.036,0.0,0.2,1
Uganda,47078,Katakwi,2005,22265.06,1713.7,9867.1,1447.74,615.56,0.0,0.582,175.125,1.05,426.655,242.946,92.575,2.782,212.03,,0.0,,243.939,467.642,0.396,,2709.529,,0.274,44.582,,3.046,3.56,0.077,6.294,0.491,0.066,0.364,0.076,0.003,2.984,3.369,,0.0,0.092,,0.0,,15.064,,0.035,0.212,,,,0.065,3.301,0.449,0.277,0.115,0.06,2.1,0.125,0.952,6.606,2.682,0.028,0.036,0.443,72.686,,2.854,0.093,0.0,0.0,0.0,0.0,0.515,1
Uganda,47078,Katakwi,2012,64092.588,48816.843,47492.455,1954.779,16983.058,0.0,0.525,129.952,0.203,261.32,379.419,70.091,1.297,120.165,,0.0,,318.535,384.985,,,2018.759,0.0,0.76,52.038,,3.987,2.874,0.762,1.703,0.508,0.056,0.127,0.233,0.076,3.849,10.667,0.298,0.0,0.004,0.0,0.0,107.907,10.381,,0.099,0.141,,,,0.03,,0.468,0.096,0.086,0.232,2.202,0.018,,6.867,7.638,0.265,0.084,0.741,202.68,,9.598,0.283,0.0,0.023,0.196,0.0,0.559,1
Uganda,42185,Kayunga,2005,36919.42,2873.24,21227.99,5901.45,0.0,0.0,0.872,774.619,2.634,891.363,192.797,753.975,5.492,902.012,,0.002,,336.483,681.715,0.482,,3016.283,,0.327,45.659,,3.13,3.277,0.078,2.566,0.581,0.06,0.263,0.096,0.001,1.181,0.577,,0.0,8.428,,0.017,,14.003,,0.39,0.056,,,,0.16,53.796,0.521,0.33,0.091,0.05,5.835,0.214,4.976,6.407,4.521,0.0,0.0,0.575,173.174,,0.435,0.058,0.0,0.0,0.0,0.0,0.142,1
Uganda,42185,Kayunga,2012,22324.739,3182.544,5336.849,277.835,0.0,0.0,0.941,1135.447,2.754,1355.099,39.492,2055.509,5.372,2286.568,,0.005,,500.072,614.172,,,4140.232,0.385,0.265,44.482,,2.801,2.375,0.143,2.751,0.688,0.011,0.227,0.072,0.002,0.963,0.54,0.0,0.029,3.029,0.368,3.483,90.562,52.782,,0.386,0.028,,,,0.012,,0.779,0.26,0.332,0.064,3.004,0.119,6.332,5.278,8.199,0.0,0.0,0.239,233.714,,0.38,0.092,0.0,0.0,0.031,0.0,0.038,1
Uganda,3123,Kibaale,2005,63052.729,17284.74,9750.14,11161.63,1743.72,0.0,0.775,972.639,4.19,1131.67,207.29,851.672,5.685,959.327,,0.003,,371.742,805.658,0.569,,3530.494,,0.18,41.946,,2.746,2.548,0.274,5.32,0.679,0.008,0.254,0.032,0.028,2.311,1.316,,0.0,2.02,,0.0,,20.514,,0.372,0.026,,,,0.177,239.513,0.69,0.455,0.196,0.11,5.607,0.097,17.43,5.297,3.904,0.028,0.067,0.155,17.454,,0.904,0.065,0.0,0.0,0.0,0.0,0.413,1
Uganda,3123,Kibaale,2012,61455.98,3197.565,0.0,3708.511,0.0,0.0,0.7,1145.981,2.918,1766.04,39.302,692.096,9.971,914.471,,0.002,,357.489,335.235,,,8277.5,0.0,0.163,43.891,,3.796,2.56,0.052,0.889,0.553,0.001,0.445,0.0,0.001,2.192,1.067,0.0,0.0,0.094,0.0,0.0,80.85,17.544,,0.368,0.026,,,,0.06,,0.622,0.17,0.359,0.063,5.31,0.163,5.078,6.414,7.898,0.0,0.0,0.0,0.0,,0.365,0.136,0.0,0.0,0.072,0.0,0.204,1
Uganda,47079,Kiruhura,2005,31119.67,2701.03,6313.76,1532.19,0.0,0.0,0.59,629.922,2.139,718.86,330.596,356.19,5.348,388.566,,0.001,,406.224,763.929,0.546,,2564.64,,0.224,45.256,,2.751,2.841,0.087,6.254,0.56,0.081,0.304,0.056,0.0,2.819,3.005,,0.0,0.25,,0.0,,4.453,,0.426,0.017,,,,0.049,7.967,0.432,0.244,0.141,0.039,8.422,0.047,8.354,5.599,3.768,0.0,0.0,0.203,96.895,,2.614,0.029,0.0,0.0,0.0,0.0,0.391,1
Uganda,47079,Kiruhura,2012,18301.496,3328.254,1437.256,4220.396,0.0,0.0,0.693,1108.423,2.759,1149.16,933.496,1035.869,10.992,1042.692,,0.003,,273.795,299.989,,,5989.808,0.0,0.154,40.647,,2.816,3.823,0.182,3.246,0.477,0.005,0.517,0.001,0.0,3.269,8.734,0.0,0.0,0.0,0.0,0.0,31.389,22.123,,0.242,0.019,,,,0.231,,0.453,0.272,0.181,0.041,2.879,0.058,,6.639,5.357,0.0,0.0,0.079,22.097,,7.436,0.028,0.0,0.0,0.0,0.0,0.875,1
Uganda,3125,Kisoro,2005,34003.64,1730.76,16390.9,9526.75,0.0,0.0,1.0,594.946,2.452,624.805,76.193,951.598,5.569,982.516,,0.003,,246.189,511.246,0.728,,1217.239,,0.342,44.5,,2.759,2.576,0.051,5.653,0.764,0.111,0.083,0.041,0.001,0.762,0.517,,0.013,2.049,,0.0,,21.683,,0.124,0.032,,,,0.28,18.028,0.357,0.251,0.068,0.053,3.063,0.085,9.497,5.335,2.186,0.0,0.0,0.482,106.485,,0.234,0.028,0.0,0.0,0.0,0.0,0.283,1
Uganda,3125,Kisoro,2012,50904.769,12946.975,15007.701,0.0,0.0,0.0,0.986,598.706,1.482,608.366,221.743,1610.47,2.584,1642.743,,0.004,,211.285,207.654,,,1493.921,0.0,0.24,47.916,,2.403,2.719,0.254,2.926,0.628,0.086,0.235,0.055,0.0,0.573,0.387,0.0,0.0,0.0,0.0,0.0,122.013,41.791,,0.064,0.036,,,,0.0,,0.806,0.514,0.212,0.037,2.397,0.072,6.138,5.136,4.288,0.0,0.0,0.295,103.766,,0.0,0.018,0.0,0.0,0.066,0.0,0.108,1
Uganda,47080,Koboko,2005,31119.67,2701.03,6313.76,1532.19,0.0,0.0,0.59,629.922,2.139,718.86,330.596,356.19,5.348,388.566,,0.001,,406.224,763.929,0.546,,2564.64,,0.224,45.256,,2.751,2.841,0.087,6.254,0.56,0.081,0.304,0.056,0.0,2.819,3.005,,0.0,0.25,,0.0,,4.453,,0.426,0.017,,,,0.049,7.967,0.432,0.244,0.141,0.039,8.422,0.047,8.354,5.599,3.768,0.0,0.0,0.203,96.895,,2.614,0.029,0.0,0.0,0.0,0.0,0.391,1
Uganda,47080,Koboko,2012,39978.293,10858.881,11066.159,1431.583,249.06,0.0,0.87,836.255,1.842,1045.32,159.571,970.434,5.314,1200.189,,0.002,,300.442,376.907,,,3130.831,0.311,0.305,46.287,,2.755,2.847,0.264,3.334,0.594,0.044,0.279,0.07,0.013,1.678,2.112,0.012,0.007,2.753,1.221,2.039,72.977,25.841,,0.275,0.045,,,,0.046,,0.64,0.257,0.23,0.067,3.322,0.089,9.175,5.645,5.218,0.004,0.002,0.29,100.132,,1.55,0.107,0.0,0.008,0.071,0.0,0.262,1
Uganda,47083,Luwero,2005,71917.51,15543.66,28042.0,11917.79,0.0,0.0,0.626,678.373,2.679,796.701,371.727,582.731,4.488,811.752,,0.002,,397.457,851.621,0.47,,4555.154,,0.286,45.183,,3.123,3.188,0.216,3.874,0.483,0.021,0.418,0.072,0.006,2.504,2.003,,0.073,1.361,,0.878,,11.377,,0.305,0.03,,,,0.166,65.954,0.623,0.367,0.13,0.063,7.607,0.189,6.198,6.311,4.507,0.0,0.0,0.39,156.853,,1.909,0.08,0.0,0.0,0.0,0.0,0.093,1
Uganda,47083,Luwero,2012,23336.579,7877.437,11299.382,0.0,0.0,0.0,0.835,1198.097,2.471,1438.74,229.701,1290.368,4.934,1492.485,,0.003,,451.975,481.226,,,6620.579,0.885,0.306,50.49,,3.272,2.934,0.338,3.834,0.389,0.019,0.521,0.05,0.02,1.444,2.35,0.0,0.0,11.183,1.108,6.609,26.567,12.943,,0.209,0.018,,,,0.0,,0.953,0.457,0.274,0.046,3.829,0.188,17.147,6.361,8.926,0.0,0.0,0.484,154.557,,1.845,0.108,0.0,0.0,0.144,0.0,0.228,1
Uganda,42189,Mayuge,2005,18133.85,0.0,5376.79,2080.66,0.0,0.0,0.911,915.888,3.095,998.44,166.005,1023.178,4.592,1096.692,,0.004,,313.715,583.235,0.523,,3555.896,,0.104,40.224,,3.765,3.446,0.0,1.919,0.632,0.0,0.331,0.031,0.006,1.155,0.509,,0.049,2.378,,2.575,,24.399,,0.345,0.055,,,,0.115,18.083,0.711,0.44,0.181,0.042,5.797,0.081,,7.211,4.866,0.0,0.0,0.297,31.915,,0.358,0.05,0.0,0.0,0.0,0.0,0.152,1
Uganda,42189,Mayuge,2012,9579.009,4872.414,1142.442,0.0,0.0,0.0,0.952,634.188,1.563,698.986,17.898,847.505,2.858,880.731,,0.002,,291.549,256.173,,,1951.183,0.125,0.0,45.707,,4.236,3.608,0.509,0.916,0.68,0.0,0.256,0.017,0.047,1.101,0.515,0.0,0.0,0.705,0.0,0.0,66.47,19.268,,0.25,0.024,,,,0.0,,0.781,0.207,0.431,0.021,3.203,0.128,3.975,7.844,5.988,0.0,0.0,0.119,117.456,,0.089,0.01,0.0,0.0,0.018,0.0,0.156,1
Uganda,47085,Mbale,2005,197612.429,36533.87,120573.069,23015.72,4374.41,0.0,0.92,702.636,2.931,829.198,225.189,1037.049,5.715,1216.366,,0.004,,311.718,711.398,0.449,,3652.881,,0.219,45.824,,2.873,3.101,0.185,2.151,0.582,0.035,0.269,0.106,0.007,0.99,1.021,,0.004,2.132,,6.852,,36.11,,0.311,0.054,,,,0.116,123.102,0.508,0.27,0.138,0.048,3.82,0.122,4.908,5.95,4.386,0.022,0.021,0.61,167.796,,0.895,0.071,0.0,0.0,0.0,0.0,0.126,1
Uganda,47085,Mbale,2012,19548.631,9134.081,6086.787,0.0,0.0,0.0,1.0,460.594,0.982,522.721,65.819,1212.397,2.366,1299.8,,0.003,,230.323,194.624,,,1032.366,1.773,0.155,55.664,,1.781,2.231,0.467,0.775,0.703,0.0,0.215,0.076,0.006,0.647,1.188,0.0,0.0,0.0,1.773,4.159,195.744,75.306,,0.134,0.082,,,,0.0,,0.751,0.388,0.262,0.01,1.925,0.082,2.374,4.076,6.27,0.0,0.0,0.311,103.403,,0.792,0.168,0.0,0.0,0.064,0.0,0.113,1
Uganda,47086,Mbarara,2005,246392.74,28941.91,67761.94,84891.2,885.13,0.0,0.879,1595.076,8.612,1689.835,453.67,1210.023,8.347,1994.284,,0.007,,363.941,924.115,0.538,,4268.337,,0.245,43.268,,3.094,3.174,0.117,5.359,0.631,0.101,0.224,0.03,0.015,1.407,2.924,,0.008,0.979,,0.016,,26.298,,0.268,0.038,,,,0.345,136.607,0.537,0.348,0.13,0.079,3.811,0.172,4.324,6.273,3.838,0.004,0.002,0.275,62.717,,2.498,0.027,0.0,0.0,0.0,0.0,0.426,1
Uganda,47086,Mbarara,2012,65836.122,37042.61,14086.231,0.0,0.0,0.0,0.931,1919.734,3.145,2044.908,479.813,2798.646,9.427,2995.739,,0.005,,331.787,375.78,,,7364.988,0.108,0.324,46.474,,2.944,3.437,0.563,1.703,0.5,0.025,0.4,0.02,0.058,1.009,2.403,0.0,0.0,1.6,0.0,0.0,70.595,34.859,,0.359,0.015,,,,0.0,,0.699,0.37,0.201,0.092,2.948,0.08,,6.427,6.885,0.0,0.0,0.214,69.36,,2.152,0.024,0.0,0.0,0.027,0.0,0.161,1
Uganda,47087,Mityana,2005,31119.67,2701.03,6313.76,1532.19,0.0,0.0,0.59,629.922,2.139,718.86,330.596,356.19,5.348,388.566,,0.001,,406.224,763.929,0.546,,2564.64,,0.224,45.256,,2.751,2.841,0.087,6.254,0.56,0.081,0.304,0.056,0.0,2.819,3.005,,0.0,0.25,,0.0,,4.453,,0.426,0.017,,,,0.049,7.967,0.432,0.244,0.141,0.039,8.422,0.047,8.354,5.599,3.768,0.0,0.0,0.203,96.895,,2.614,0.029,0.0,0.0,0.0,0.0,0.391,1
Uganda,47087,Mityana,2012,42145.383,7586.147,16846.358,0.0,0.0,0.0,0.919,1034.531,2.074,1426.825,231.35,884.139,4.183,1151.154,,0.002,,489.781,513.599,,,6973.236,2.697,0.331,40.692,,2.791,2.392,0.18,2.599,0.426,0.022,0.419,0.128,0.005,1.394,1.556,0.0,0.032,20.581,3.244,27.171,40.021,12.996,,0.375,0.058,,,,0.0,,0.864,0.366,0.451,0.147,7.183,0.174,26.618,5.35,7.403,0.0,0.0,0.4,167.654,,0.85,0.099,0.0,0.0,0.187,0.0,0.132,1
Uganda,3136,Moyo,2005,10186.26,1970.34,3671.53,1617.55,0.0,0.0,0.774,166.757,0.402,185.415,43.29,170.352,4.503,185.001,,0.0,,230.41,401.441,0.174,,1892.861,,0.291,41.78,,2.814,2.539,0.193,1.211,0.278,0.114,0.538,0.069,0.001,2.135,0.898,,0.0,0.109,,0.0,,26.952,,0.061,0.165,,,,0.159,13.248,0.173,0.106,0.041,0.014,5.553,0.075,8.493,5.353,4.12,0.0,0.0,0.36,134.234,,0.486,0.024,0.0,0.0,0.0,0.0,0.412,1
Uganda,3136,Moyo,2012,44467.911,19692.384,12689.646,263.771,0.0,0.0,0.966,339.915,0.478,345.0,52.643,309.779,2.592,313.418,,0.0,,251.653,221.342,,,1734.544,0.0,0.288,36.973,,2.935,2.7,0.443,2.02,0.384,0.174,0.392,0.05,0.0,1.244,0.936,0.0,0.0,0.0,0.0,0.0,36.641,21.718,,0.11,0.098,,,,0.006,,0.397,0.18,0.162,0.042,5.029,0.127,26.224,5.635,5.412,0.0,0.0,0.285,125.039,,0.417,0.154,0.0,0.0,0.018,0.0,0.332,1
Uganda,47088,Mubende,2005,179273.47,13683.48,82194.38,22917.94,0.0,0.0,0.744,737.801,3.162,826.915,343.759,653.505,20.024,682.262,,0.003,,452.871,946.86,0.49,,4743.244,,0.295,42.552,,3.031,3.093,0.076,5.18,0.507,0.08,0.363,0.044,0.006,2.103,1.749,,0.015,5.046,,1.321,,14.877,,0.362,0.042,,,,0.128,59.942,0.48,0.27,0.133,0.061,8.449,0.138,8.291,6.123,4.69,0.0,0.0,0.458,106.185,,1.603,0.057,0.0,0.0,0.0,0.0,0.146,1
Uganda,47088,Mubende,2012,52728.617,6734.434,19857.408,399.753,0.0,0.0,0.838,1097.582,2.655,1247.764,649.671,1478.988,4.776,1557.066,,0.004,,408.066,469.739,,,5988.171,0.419,0.401,44.742,,2.765,2.577,0.128,0.369,0.506,0.025,0.375,0.065,0.028,2.886,1.964,0.01,0.005,9.441,0.173,1.12,66.363,11.833,,0.324,0.034,,,,0.008,,0.758,0.287,0.358,0.107,5.173,0.072,2.814,5.367,5.461,0.0,0.0,0.377,307.563,,1.544,0.096,0.0,0.0,0.187,0.0,0.104,1
Uganda,47089,Nakaseke,2005,31119.67,2701.03,6313.76,1532.19,0.0,0.0,0.59,629.922,2.139,718.86,330.596,356.19,5.348,388.566,,0.001,,406.224,763.929,0.546,,2564.64,,0.224,45.256,,2.751,2.841,0.087,6.254,0.56,0.081,0.304,0.056,0.0,2.819,3.005,,0.0,0.25,,0.0,,4.453,,0.426,0.017,,,,0.049,7.967,0.432,0.244,0.141,0.039,8.422,0.047,8.354,5.599,3.768,0.0,0.0,0.203,96.895,,2.614,0.029,0.0,0.0,0.0,0.0,0.391,1
Uganda,47089,Nakaseke,2012,15646.35,0.0,0.0,0.0,0.0,0.0,0.775,713.632,2.066,751.587,40.972,670.413,3.908,691.992,,0.002,,337.002,282.858,,,1579.813,0.0,0.0,32.194,,1.997,2.852,0.0,8.285,0.814,0.0,0.186,0.0,0.0,1.476,0.713,0.0,0.0,0.0,1.95,9.49,21.989,2.539,,0.181,0.015,,,,0.0,,0.615,0.252,0.331,0.042,1.393,0.045,,4.849,6.316,0.0,0.0,0.0,0.0,,0.478,0.064,0.0,0.0,0.069,0.0,0.102,1
Uganda,42195,Nakasongola,2005,23668.28,0.0,9823.04,2063.66,0.0,0.0,0.604,280.196,1.12,354.302,285.133,317.748,5.094,443.294,,0.001,,343.805,854.959,0.274,,3484.386,,0.207,43.351,,3.502,3.213,0.0,7.587,0.313,0.268,0.39,0.026,0.002,1.949,3.514,,0.0,0.0,,0.0,,3.127,,0.188,0.017,,,,0.087,14.333,0.426,0.263,0.072,0.03,10.03,0.026,,6.958,4.994,0.0,0.0,0.415,38.564,,3.329,0.042,0.0,0.0,0.0,0.0,0.185,1
Uganda,42195,Nakasongola,2012,39978.293,10858.881,11066.159,1431.583,249.06,0.0,0.87,836.255,1.842,1045.32,159.571,970.434,5.314,1200.189,,0.002,,300.442,376.907,,,3130.831,0.311,0.305,46.287,,2.755,2.847,0.264,3.334,0.594,0.044,0.279,0.07,0.013,1.678,2.112,0.012,0.007,2.753,1.221,2.039,72.977,25.841,,0.275,0.045,,,,0.046,,0.64,0.257,0.23,0.067,3.322,0.089,9.175,5.645,5.218,0.004,0.002,0.29,100.132,,1.55,0.107,0.0,0.008,0.071,0.0,0.262,1
Uganda,3141,Ntungamo,2005,60305.59,5364.62,14449.2,19664.53,0.0,0.0,0.908,753.569,31.997,894.237,247.77,1286.139,4.794,1534.479,,0.029,,334.421,751.425,0.569,,2035.749,,0.319,43.353,,2.93,3.045,0.089,4.597,0.677,0.107,0.168,0.04,0.008,1.141,1.372,,0.0,0.0,,0.0,,30.489,,0.247,0.038,,,,0.326,80.488,0.647,0.453,0.113,0.064,2.194,0.108,4.193,5.962,3.034,0.0,0.0,0.24,103.612,,1.129,0.017,0.0,0.0,0.0,0.0,0.243,1
Uganda,3141,Ntungamo,2012,81539.803,19474.793,12412.435,1289.592,0.0,0.0,0.943,1514.517,3.207,1740.519,108.13,1830.161,6.681,2521.092,,0.005,,318.758,586.856,,,3375.059,0.001,0.226,42.008,,2.878,2.829,0.239,2.89,0.639,0.058,0.286,0.017,0.001,1.103,0.918,0.0,0.007,0.013,0.0,0.0,49.066,17.335,,0.403,0.015,,,,0.016,,0.771,0.436,0.243,0.078,2.927,0.026,,5.829,6.09,0.0,0.0,0.152,38.361,,0.687,0.025,0.001,0.0,0.007,0.0,0.195,1
Uganda,42197,Rukungiri,2005,40164.211,7920.97,11060.64,16368.49,724.2,0.0,0.909,1158.17,4.408,1272.211,457.455,1539.465,4.478,1966.662,,0.007,,352.961,801.478,0.665,,4033.885,,0.281,44.989,,3.081,3.33,0.197,2.947,0.644,0.07,0.269,0.013,0.004,1.193,1.576,,0.0,1.444,,0.0,,28.914,,0.2,0.029,,,,0.408,139.235,0.936,0.701,0.141,0.118,3.892,0.117,3.249,6.411,4.29,0.018,0.013,0.275,23.679,,1.249,0.027,0.0,0.0,0.0,0.0,0.327,1
Uganda,42197,Rukungiri,2012,29157.124,5454.274,3337.267,0.0,0.0,0.0,1.0,1062.925,1.635,1354.646,118.404,1623.732,4.738,2162.045,,0.002,,346.051,305.336,,,2448.228,0.097,0.344,44.429,,1.881,2.753,0.187,2.421,0.777,0.094,0.113,0.015,0.0,0.788,0.633,0.0,0.0,3.05,0.0,0.0,76.968,33.314,,0.301,0.037,,,,0.0,,0.901,0.625,0.181,0.109,3.161,0.004,,4.709,4.023,0.0,0.0,0.114,19.976,,0.343,0.037,0.0,0.0,0.034,0.0,0.218,1
Uganda,3145,Ssembabule,2005,28049.41,712.75,14285.5,6010.86,0.0,0.0,0.793,455.152,1.284,610.483,464.699,530.069,5.291,632.529,,0.001,,308.759,585.172,0.472,,2201.779,,0.247,44.889,,2.911,3.105,0.025,8.017,0.683,0.087,0.17,0.058,0.002,1.657,4.462,,0.0,0.265,,0.0,,23.249,,0.3,0.058,,,,0.214,52.305,0.401,0.246,0.118,0.036,4.278,0.024,13.725,5.916,4.029,0.0,0.0,0.509,35.594,,4.239,0.042,0.0,0.0,0.0,0.0,0.223,1
Uganda,3145,Ssembabule,2012,27316.538,5952.302,12956.887,0.0,0.0,0.0,0.955,1104.879,2.545,1395.751,743.59,1418.88,5.164,1705.435,,0.003,,460.288,429.565,,,6038.455,1.502,0.44,53.411,,3.105,2.14,0.218,6.827,0.608,0.023,0.125,0.24,0.004,1.643,4.464,0.0,0.013,12.518,1.105,9.394,65.279,11.104,,0.445,0.021,,,,0.0,,0.796,0.394,0.302,0.064,3.79,0.116,,5.473,4.882,0.0,0.0,0.474,659.125,,3.684,0.044,0.0,0.0,0.22,0.0,0.194,1
Uganda,47090,Tororo,2005,70147.429,12410.63,44682.489,8127.96,0.0,0.0,0.869,806.363,2.827,938.614,243.119,803.631,4.275,900.559,,0.003,,292.265,688.071,0.526,,4740.053,,0.314,42.948,,3.184,3.433,0.177,3.424,0.575,0.063,0.253,0.106,0.003,1.465,2.015,,0.0,3.603,,0.372,,18.578,,0.253,0.032,,,,0.116,59.032,0.728,0.431,0.166,0.091,3.632,0.145,2.885,6.617,3.607,0.0,0.0,0.637,246.007,,1.79,0.084,0.0,0.0,0.0,0.0,0.224,1
Uganda,47090,Tororo,2012,78082.827,14115.843,27141.739,0.0,0.0,0.0,0.935,645.684,1.05,788.567,7.542,755.002,5.229,912.633,,0.001,,302.386,264.463,,,1700.211,0.017,0.442,55.0,,2.09,2.316,0.181,1.628,0.673,0.016,0.19,0.095,0.026,1.256,1.81,0.0,0.005,0.337,0.632,0.592,29.472,15.999,,0.121,0.024,,,,0.0,,0.581,0.343,0.174,0.059,3.253,0.05,,4.446,5.094,0.0,0.0,0.348,176.095,,0.929,0.307,0.0,0.0,0.17,0.0,0.304,1
Uganda,42200,Wakiso,2005,66558.73,6060.29,34531.09,6696.6,2592.29,0.0,0.854,540.639,2.539,573.858,534.95,1148.796,28.841,2173.006,,0.007,,503.547,1457.243,0.304,,5965.91,,0.348,46.505,,3.513,3.536,0.091,3.061,0.325,0.049,0.507,0.108,0.011,1.131,0.872,,0.011,4.659,,5.847,,24.35,,0.18,0.082,,,,0.101,72.75,0.432,0.269,0.085,0.042,6.711,0.497,10.241,7.05,5.279,0.039,0.017,0.519,368.327,,0.759,0.194,0.0,0.0,0.0,0.0,0.113,1
Uganda,42200,Wakiso,2012,27931.408,3028.64,8890.88,493.629,515.708,0.0,0.905,527.009,0.9,560.309,173.69,1298.041,3.763,1653.099,,0.003,,619.563,761.261,,,11749.859,0.668,0.267,40.82,,2.624,2.333,0.108,1.086,0.159,0.017,0.724,0.043,0.057,0.397,0.724,0.0,0.0,5.685,0.406,2.458,24.773,38.561,,0.092,0.034,,,,0.018,,0.417,0.155,0.111,0.022,3.971,0.165,8.057,4.975,5.553,0.018,0.009,0.318,164.829,,0.516,0.056,0.0,0.0,0.071,0.0,0.024,1
Uganda,42201,Yumbe,2005,16599.24,0.0,7859.78,385.54,0.0,0.0,0.696,252.432,0.688,396.975,88.648,219.881,8.36,407.83,,0.0,,228.452,426.406,0.303,,1784.828,,0.248,41.766,,2.523,2.2,0.0,6.797,0.573,0.116,0.183,0.123,0.004,3.034,2.224,,0.0,1.249,,10.378,,25.118,,0.265,0.192,,,,0.023,35.371,0.233,0.143,0.072,0.032,9.578,0.065,3.426,4.769,2.416,0.0,0.0,0.474,92.205,,1.499,0.047,0.0,0.0,0.0,0.0,0.724,1
Uganda,42201,Yumbe,2012,35134.374,8500.994,8503.783,0.0,0.0,0.0,0.843,382.758,0.791,1461.478,210.635,235.791,5.409,738.774,,0.0,,277.909,531.254,,,3744.717,0.192,0.235,49.155,,2.579,1.711,0.242,1.554,0.521,0.012,0.403,0.054,0.01,2.461,2.486,0.0,0.0,1.268,12.35,19.151,33.853,24.344,,0.205,0.095,,,,0.0,,0.617,0.211,0.306,0.064,3.531,0.242,2.814,4.29,6.879,0.0,0.0,0.242,45.452,,1.908,0.067,0.0,0.0,0.0,0.0,0.497,1
Viet Nam,3326,An Giang,2002,237523.945,0.0,214567.027,909.399,16075.367,9549.344,0.673,1919.859,4.352,1964.908,520.434,3316.151,8.111,4388.981,,,,443.893,872.748,0.177,,7279.467,,0.168,49.775,0.135,2.564,2.331,,0.288,0.534,0.065,0.266,0.062,0.073,0.69,0.565,0.223,,320.236,,621.946,,348.31,,0.71,0.637,,,,0.004,652.77,0.964,0.415,0.545,0.194,3.042,0.849,7.708,4.895,4.651,0.068,0.077,0.903,335.778,0.04,0.018,0.05,0.0,0.0,0.498,0.0,0.0,1
Viet Nam,3326,An Giang,2008,250873.0,0.0,225060.0,110592.0,31775.0,2773.0,0.726,5982.142,9.645,6006.986,346.65,7180.963,29.861,,,,,556.403,1072.633,0.23,,9946.874,,0.142,53.797,0.151,2.418,2.371,0.0,,0.658,0.076,0.151,0.064,0.05,1.096,0.405,0.042,0.938,366.031,1076.648,1271.14,,245.257,,0.806,0.462,,,,0.441,2320.756,0.968,0.363,0.605,0.2,8.666,0.877,8.834,4.788,4.607,0.127,0.005,0.897,298.411,0.02,0.08,0.15,0.0,0.0,0.175,0.0,0.0,1
Viet Nam,3327,Ba Ria-Vung Tau,2002,62910.57,0.0,62624.714,1568.773,3572.9,10124.648,0.601,1636.917,3.182,2372.887,674.17,2002.739,7.069,4738.551,,,,442.444,999.128,0.048,,6483.13,,0.194,48.999,0.117,2.66,2.613,,0.0,0.531,0.108,0.231,0.102,0.027,0.884,0.828,0.374,,208.209,,667.729,,99.092,,0.928,0.568,,,,0.025,1011.136,1.417,0.721,0.678,0.271,,0.629,9.286,5.273,6.583,0.057,0.065,0.995,351.228,0.161,0.07,0.022,0.0,0.0,0.736,0.0,0.0,1
Viet Nam,3327,Ba Ria-Vung Tau,2008,75216.0,0.0,65635.0,32576.0,10843.0,0.0,0.713,1484.225,2.995,2227.898,1249.682,2755.864,7.057,,,,,625.837,1132.606,0.064,,8389.822,,0.228,51.815,0.104,2.426,2.239,0.0,,0.495,0.101,0.212,0.171,0.021,0.887,1.137,0.113,0.71,109.268,558.962,413.929,,119.174,,0.877,0.352,,,,0.433,1743.036,1.175,0.546,0.628,0.146,9.428,0.822,12.709,4.665,7.609,0.144,0.008,0.873,1029.633,0.0,0.156,0.081,0.0,0.0,0.9,0.0,0.0,1
